,substrate,coupling_partner,Solvent,Time,temperature,catalyst_precursor,reagent,ligand,PRODUCT,isolated_yield,DOI,origin,eq_substrate,eq_coupling_partner,eq_catalyst,eq_ligand,eq_reagent,scheme_table,review,Mechanism,substrate_class,coupling_partner_class,reaction_condition
572,SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120.0,[Cu]I,CCN(CC)CC,N1(CC2)CCN2CC1,COC(C=C1)=CC=C1SC2=CC=CC=C2,96,https://doi.org/10.1016/j.poly.2019.114269,optimization,1.0,1.2,0.1,0.2,2.0,table 2,article,ullmann,benzenethiol,anisole,N2
574,SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120.0,[Cu]I,O=C([O-])[O-].[K+].[K+],N1(CC2)CCN2CC1,COC(C=C1)=CC=C1SC2=CC=CC=C2,85,https://doi.org/10.1016/j.poly.2019.114269,optimization,1.0,1.2,0.1,0.2,2.0,table 2,article,ullmann,benzenethiol,anisole,N2
577,SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120.0,[Cu]I,O=C([O-])[O-].[K+].[K+],N1(CC2)CCN2CC1,COC(C=C1)=CC=C1SC2=CC=CC=C2,69,https://doi.org/10.1016/j.poly.2019.114269,optimization,1.0,1.2,0.05,0.1,2.0,table 3,article,ullmann,benzenethiol,anisole,N2
578,SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120.0,[Cu]I,O=C([O-])[O-].[K+].[K+],N1(CC2)CCN2CC1,COC(C=C1)=CC=C1SC2=CC=CC=C2,1,https://doi.org/10.1016/j.poly.2019.114269,optimization,1.0,1.2,0.05,0.1,2.0,table 3,article,ullmann,benzenethiol,anisole,
579,SC1=CC=CC=C1,IC1=CC=C(OC)C=C1,COCCOC,12h,120.0,[Cu]I,O=C([O-])[O-].[K+].[K+],N1(CC2)CCN2CC1,COC(C=C1)=CC=C1SC2=CC=CC=C2,98,https://doi.org/10.1016/j.poly.2019.114269,optimization,1.0,1.2,0.05,0.1,2.0,table 3,article,ullmann,benzenethiol,anisole,N2
580,SC1=CC=CC=C1,BrC(C=C1)=CC=C1OC,COCCOC,12h,120.0,[Cu]I,O=C([O-])[O-].[K+].[K+],N1(CC2)CCN2CC1,COC(C=C1)=CC=C1SC2=CC=CC=C2,60,https://doi.org/10.1016/j.poly.2019.114269,scope,1.0,1.2,0.05,0.1,2.0,scheme 1,article,ullmann,benzenethiol,anisole,N2
594,SC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,COCCOC,12h,120.0,[Cu]I,O=C([O-])[O-].[K+].[K+],N1(CC2)CCN2CC1,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],90,https://doi.org/10.1016/j.poly.2019.114269,scope,1.0,1.2,0.05,0.1,2.0,scheme 1,article,ullmann,benzenethiol,nitrobenzene,N2
620,C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,110.0,[Cu]I,[OH-].[Na+]  ,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,72,DOI: 10.1055/s-0030-1259542,optimization,2.0,1.0,0.1,0.2,2.0,table 1,article,sonogashira,aryl acetylene,toluene,N2
621,C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,110.0,[Cu]I,[OH-].[Na+]  ,OC(C1CCCN1)=O,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,44,DOI: 10.1055/s-0030-1259542,optimization,2.0,1.0,0.1,0.2,2.0,table 1,article,sonogashira,aryl acetylene,toluene,N2
622,C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,110.0,[Cu]I,[OH-].[Na+]  ,CNCCNC,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,60,DOI: 10.1055/s-0030-1259542,optimization,2.0,1.0,0.1,0.2,2.0,table 1,article,sonogashira,aryl acetylene,toluene,N2
623,C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,110.0,[Cu]I,[OH-].[Na+]  ,O=C(C1=NC=CC=C1)O,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,34,DOI: 10.1055/s-0030-1259542,optimization,2.0,1.0,0.1,0.2,2.0,table 1,article,sonogashira,aryl acetylene,toluene,N2
627,C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,110.0,[Cu]I,O=C([O-])[O-].[K+].[K+],C12=CC=C3C(N=CC=C3)=C1N=CC=C2,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,30,DOI: 10.1055/s-0030-1259542,optimization,2.0,1.0,0.1,0.2,2.0,table 1,article,sonogashira,aryl acetylene,toluene,N2
628,C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,110.0,[Cu]I,O=C([O-])[O-].[Cs+].[Cs+],C12=CC=C3C(N=CC=C3)=C1N=CC=C2,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,35,DOI: 10.1055/s-0030-1259542,optimization,2.0,1.0,0.1,0.2,2.0,table 1,article,sonogashira,aryl acetylene,toluene,N2
629,C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,120.0,[Cu]I,[OH-].[Na+]  ,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,77,DOI: 10.1055/s-0030-1259542,optimization,2.0,1.0,0.1,0.2,2.0,table 1,article,sonogashira,aryl acetylene,toluene,N2
630,C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,120.0,[Cu]Br,[OH-].[Na+]  ,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,83,DOI: 10.1055/s-0030-1259542,optimization,2.0,1.0,0.1,0.2,2.0,table 1,article,sonogashira,aryl acetylene,toluene,N2
631,C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,120.0,[Cu]Cl,[OH-].[Na+]  ,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,66,DOI: 10.1055/s-0030-1259542,optimization,2.0,1.0,0.1,0.2,2.0,table 1,article,sonogashira,aryl acetylene,toluene,N2
633,C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,O,24h,120.0,[Cu]Br,[OH-].[Na+]  ,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,63,DOI: 10.1055/s-0030-1259542,optimization,2.0,1.0,0.1,0.2,2.0,table 1,article,sonogashira,aryl acetylene,toluene,N2
634,C#CC1=CC=CC=C1,IC1=CC=CC=C1,O,24h,120.0,[Cu]Br,[OH-].[Na+]  ,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C1(C#CC2=CC=CC=C2)=CC=CC=C1,80,DOI: 10.1055/s-0030-1259542,scope,2.0,1.0,0.1,0.2,2.0,table 2,article,sonogashira,aryl acetylene,benzene,N2
642,C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,O,24h,120.0,[Cu]Br,[OH-].[Na+]  ,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,72,DOI: 10.1055/s-0030-1259542,scope,2.0,1.0,0.1,0.2,2.0,table 2,article,sonogashira,aryl acetylene,anisole,N2
652,C#CC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,O,24h,120.0,[Cu]Br,[OH-].[Na+]  ,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,O=[N+](C(C=C1)=CC=C1C#CC2=CC=CC=C2)[O-],92,DOI: 10.1055/s-0030-1259542,scope,2.0,1.0,0.1,0.2,2.0,table 2,article,sonogashira,aryl acetylene,nitrobenzene,N2
660,C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,6h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,99,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1.0,0.2,0.2,3.0,table 1,article,sonogashira,aryl acetylene,anisole,
665,C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,24h,142.5,[Cu]Br,O=C([O-])[O-].[K+].[K+],C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,96,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1.0,0.2,0.2,3.0,table 2,article,sonogashira,aryl acetylene,anisole,
667,C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,24h,142.5,[Cu]Cl,O=C([O-])[O-].[K+].[K+],C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,83,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1.0,0.2,0.2,3.0,table 2,article,sonogashira,aryl acetylene,anisole,
668,C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CS(C)=O,24h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,85,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1.0,0.2,0.2,3.0,table 2,article,sonogashira,aryl acetylene,anisole,
669,C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CC#N,24h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,20,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1.0,0.2,0.2,3.0,table 2,article,sonogashira,aryl acetylene,anisole,
670,C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,C1COCCO1,24h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,29,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1.0,0.2,0.2,3.0,table 2,article,sonogashira,aryl acetylene,anisole,
672,C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CC1=CC=CC=C1,24h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,0,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1.0,0.2,0.2,3.0,table 2,article,sonogashira,aryl acetylene,anisole,
673,C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,24h,142.5,[Cu]I,C(=O)([O-])[O-].[Na+].[Na+],C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,46,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1.0,0.2,0.2,3.0,table 2,article,sonogashira,aryl acetylene,anisole,
674,C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,24h,142.5,[Cu]I,O=C([O-])[O-].[Cs+].[Cs+],C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,50,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1.0,0.2,0.2,3.0,table 2,article,sonogashira,aryl acetylene,anisole,
675,C#CC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,24h,142.5,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,23,https://doi.org/10.1016/j.tetlet.2009.03.146,optimization,1.5,1.0,0.2,0.2,3.0,table 2,article,sonogashira,aryl acetylene,anisole,
676,CC1=CC=C(C#C)C=C1,IC1=CC=CC=C1,CN(C=O)C,20h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,75,https://doi.org/10.1016/j.tetlet.2009.03.146,scope,1.5,1.0,0.2,0.2,3.0,table 3,article,sonogashira,ethynylmethylbenzene,benzene,
677,C#CC1=CC=CC=C1,IC1=CC=CC=C1,CN(C=O)C,6h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,C1(C#CC2=CC=CC=C2)=CC=CC=C1,90,https://doi.org/10.1016/j.tetlet.2009.03.146,scope,1.5,1.0,0.2,0.2,3.0,table 3,article,sonogashira,aryl acetylene,benzene,
679,C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,CN(C=O)C,6h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,79,https://doi.org/10.1016/j.tetlet.2009.03.146,scope,1.5,1.0,0.2,0.2,3.0,table 3,article,sonogashira,aryl acetylene,toluene,
682,CC1=CC=C(C#C)C=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,24h,142.5,[Cu]I,O=C([O-])[O-].[K+].[K+],C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,CC2=CC=C(C=C2)C#CC1=CC=C(OC)C=C1,72,https://doi.org/10.1016/j.tetlet.2009.03.146,scope,1.5,1.0,0.2,0.2,3.0,table 3,article,sonogashira,ethynylmethylbenzene,anisole,
700,OC1=CC=CC=C1,IC1=CC=C(OC)C=C1,C1COCCO1,22h,90.0,[Cu]I,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,COC(C=C1)=CC=C1OC2=CC=CC=C2,35,https://doi.org/10.1021/ol0350947,optimization,4.0,6.0,0.08,0.3,8.0,Table 1,article,ullmann,phenol,anisole,N2
701,OC1=CC=CC=C1,IC1=CC=C(OC)C=C1,C1COCCO1,22h,90.0,[Cu]I,O=C([O-])[O-].[Cs+].[Cs+],CN(C)CC(O)=O.Cl,COC(C=C1)=CC=C1OC2=CC=CC=C2,85,https://doi.org/10.1021/ol0350947,optimization,4.0,6.0,0.08,0.3,8.0,Table 1,article,ullmann,phenol,anisole,N2
702,OC1=CC=CC=C1,IC1=CC=C(OC)C=C1,C1COCCO1,22h,90.0,[Cu]Br,O=C([O-])[O-].[Cs+].[Cs+],CN(C)CC(O)=O.Cl,COC(C=C1)=CC=C1OC2=CC=CC=C2,83,https://doi.org/10.1021/ol0350947,optimization,4.0,6.0,0.08,0.3,8.0,Table 1,article,ullmann,phenol,anisole,N2
703,OC1=CC=CC=C1,IC1=CC=C(OC)C=C1,C1COCCO1,22h,90.0,[Cu]Cl,O=C([O-])[O-].[Cs+].[Cs+],CN(C)CC(O)=O.Cl,COC(C=C1)=CC=C1OC2=CC=CC=C2,71,https://doi.org/10.1021/ol0350947,optimization,4.0,6.0,0.08,0.3,8.0,Table 1,article,ullmann,phenol,anisole,N2
707,OC1=CC=CC=C1,IC1=CC=CC=C1,C1COCCO1,16h,90.0,[Cu]I,O=C([O-])[O-].[Cs+].[Cs+],CN(C)CC(O)=O.Cl,C1(OC2=CC=CC=C2)=CC=CC=C1,86,https://doi.org/10.1021/ol0350947,scope,4.0,6.0,0.08,0.3,8.0,Table 2,article,ullmann,phenol,benzene,N2
723,OC1=CC=CC=C1,IC1=CC=CC=C1,C1COCCO1,4 h,90.0,[Cu]I,O=C([O-])[O-].[Cs+].[Cs+],CN(C)CC(O)=O.Cl,C1(OC2=CC=CC=C2)=CC=CC=C1,96,https://doi.org/10.1021/ol0350947,scope,4.0,6.0,0.08,0.3,8.0,Table 2,article,ullmann,phenol,anisole,N2
742,C1=CC=CC=C1,BrC(C=C1)=CC=C1OC,C1=CC=CC=C1,48,80.0,Cl[Fe](Cl)Cl,C[Si](C)(C)N([Li])[Si](C)(C)C,NCCN,COC1=CC=C(C=C1)C2=CC=CC=C2,14,DOI: 10.1002/anie.200906870,scope,,1.0,0.2,,3.0,table1,article,ullmann C-C coupling,benzene,anisole,Ar
743,C1=CC=CC=C1,BrC(C=C1)=CC=C1OC,C1=CC=CC=C1,48,80.0,Cl[Fe](Cl)Cl,C[Si](C)(C)N([Li])[Si](C)(C)C,OC(C1CCCN1)=O,COC1=CC=C(C=C1)C2=CC=CC=C2,21,DOI: 10.1002/anie.200906870,scope,,1.0,0.2,,3.0,table1,article,ullmann C-C coupling,benzene,anisole,Ar
745,C1=CC=CC=C1,BrC(C=C1)=CC=C1OC,C1=CC=CC=C1,48,80.0,Cl[Fe](Cl)Cl,C[Si](C)(C)N([Li])[Si](C)(C)C,CNCCNC,COC1=CC=C(C=C1)C2=CC=CC=C2,66,DOI: 10.1002/anie.200906870,scope,,1.0,0.2,0.3,3.0,table1,article,ullmann C-C coupling,benzene,anisole,Ar
746,C1=CC=CC=C1,BrC(C=C1)=CC=C1OC,C1=CC=CC=C1,48,80.0,Cl[Fe](Cl)Cl,C[Si](C)(C)N([Li])[Si](C)(C)C,CNCCNC,COC1=CC=C(C=C1)C2=CC=CC=C2,75,DOI: 10.1002/anie.200906870,scope,,1.0,0.2,0.3,3.0,table1,article,ullmann C-C coupling,benzene,anisole,Ar
747,C1=CC=CC=C1,BrC(C=C1)=CC=C1OC,C1=CC=CC=C1,48,80.0,Cl[Fe](Cl)Cl,C[Si](C)(C)N([Li])[Si](C)(C)C,CNCCNC,COC1=CC=C(C=C1)C2=CC=CC=C2,66,DOI: 10.1002/anie.200906870,scope,,1.0,0.2,0.3,3.0,table1,article,ullmann C-C coupling,benzene,anisole,Ar
748,C1=CC=CC=C1,BrC(C=C1)=CC=C1OC,C1=CC=CC=C1,48,80.0,Cl[Fe](Cl)Cl,C[Si](C)(C)N([Li])[Si](C)(C)C,CNCCNC,COC1=CC=C(C=C1)C2=CC=CC=C2,79,DOI: 10.1002/anie.200906870,scope,,1.0,0.15,0.3,3.0,table1,article,ullmann C-C coupling,benzene,anisole,Ar
749,C1=CC=CC=C1,BrC(C=C1)=CC=C1OC,C1=CC=CC=C1,48,80.0,Cl[Fe](Cl)Cl,C[Si](C)(C)N([Li])[Si](C)(C)C,CNCCNC,COC1=CC=C(C=C1)C2=CC=CC=C2,66,DOI: 10.1002/anie.200906870,scope,,1.0,0.1,0.3,3.0,table1,article,ullmann C-C coupling,benzene,anisole,Ar
756,C1=CC=CC=C1,BrC(C=C1)=CC=C1OC,C1=CC=CC=C1,48,80.0,Cl[Fe](Cl)Cl,C[Si](C)(C)N([Li])[Si](C)(C)C,CNCCNC,COC1=CC=C(C=C1)C2=CC=CC=C2,81,DOI: 10.1002/anie.200906870,scope,,1.0,0.15,0.3,2.0,table2,article,ullmann C-C coupling,benzene,anisole,Ar
767,OC1=CC=CC=C1,IC1=CC=CC=C1,CN(C=O)C,20h,135.0,Cl[Fe](Cl)Cl,O=C([O-])[O-].[Cs+].[Cs+],CNCCNC,C1(OC2=CC=CC=C2)=CC=CC=C1,18,https://doi.org/10.1002/ange.200704018,optimization,1.0,1.5,0.1,0.2,2.0,Table 1,article,ullmann,phenol,benzene,
771,OC1=CC=CC=C1,IC1=CC=CC=C1,CN(C=O)C,20h,135.0,Cl[Fe](Cl)Cl,O=C([O-])[O-].[Cs+].[Cs+],O=C(C(C)(C)C)CC(C(C)(C)C)=O,C1(OC2=CC=CC=C2)=CC=CC=C1,85,https://doi.org/10.1002/ange.200704018,optimization,1.0,1.5,0.1,0.2,2.0,Table 1,article,ullmann,phenol,benzene,
772,OC1=CC=CC=C1,IC1=CC=CC=C1,CC1=CC=CC=C1,20h,135.0,Cl[Fe](Cl)Cl,O=C([O-])[O-].[Cs+].[Cs+],O=C(C(C)(C)C)CC(C(C)(C)C)=O,C1(OC2=CC=CC=C2)=CC=CC=C1,17,https://doi.org/10.1002/ange.200704018,optimization,1.0,1.5,0.1,0.2,2.0,Table 1,article,ullmann,phenol,benzene,
773,OC1=CC=CC=C1,IC1=CC=CC=C1,CN(C=O)C,20h,135.0,Cl[Fe](Cl)Cl,CC(C)(C)[O-].[Na+],O=C(C(C)(C)C)CC(C(C)(C)C)=O,C1(OC2=CC=CC=C2)=CC=CC=C1,0,https://doi.org/10.1002/ange.200704018,optimization,1.0,1.5,0.1,0.2,2.0,Table 1,article,ullmann,phenol,benzene,
776,OC1=CC=CC=C1,IC1=CC=CC=C1,CN(C=O)C,20h,135.0,Cl[Fe](Cl)Cl,O=C([O-])[O-].[Cs+].[Cs+],O=C(C(C)(C)C)CC(C(C)(C)C)=O,C1(OC2=CC=CC=C2)=CC=CC=C1,0,https://doi.org/10.1002/ange.200704018,optimization,1.0,1.5,0.1,0.2,2.0,Table 1,article,ullmann,phenol,benzene,
777,OC1=CC=CC=C1,IC1=CC=CC=C1,CN(C=O)C,20h,135.0,Cl[Fe](Cl)Cl,O=C([O-])[O-].[Cs+].[Cs+],N[C@H]1[C@H](N)CCCC1,C1(OC2=CC=CC=C2)=CC=CC=C1,1,https://doi.org/10.1002/ange.200704018,optimization,1.0,1.5,0.1,0.2,2.0,Table 1,article,ullmann,phenol,benzene,
778,OC1=CC=CC=C1,IC1=CC=CC=C1,CN(C=O)C,20h,135.0,Cl[Fe](Cl)Cl,O=C([O-])[O-].[Cs+].[Cs+],C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C1(OC2=CC=CC=C2)=CC=CC=C1,1,https://doi.org/10.1002/ange.200704018,optimization,1.0,1.5,0.1,0.2,2.0,Table 1,article,ullmann,phenol,benzene,
779,OC1=CC=CC=C1,IC1=CC=CC=C1,CN(C=O)C,20h,135.0,Cl[Fe](Cl)Cl,O=C([O-])[O-].[Cs+].[Cs+],OC(C1CCCN1)=O,C1(OC2=CC=CC=C2)=CC=CC=C1,1,https://doi.org/10.1002/ange.200704018,optimization,1.0,1.5,0.1,0.2,2.0,Table 1,article,ullmann,phenol,benzene,
782,OC1=CC=CC=C1,IC1=CC=CC=C1,CN(C=O)C,20h,135.0,Cl[Fe](Cl)Cl,O=C([O-])[O-].[Cs+].[Cs+],O=C(C(C)(C)C)CC(C(C)(C)C)=O,C1(OC2=CC=CC=C2)=CC=CC=C1,85,https://doi.org/10.1002/ange.200704018,optimization,1.0,1.5,0.1,0.2,2.0,Table 2,article,ullmann,phenol,benzene,
795,OC1=CC=CC=C1,IC1=CC=CC=C1,CN(C=O)C,20h,135.0,Cl[Fe](Cl)Cl,O=C([O-])[O-].[Cs+].[Cs+],O=C(C(C)(C)C)CC(C(C)(C)C)=O,C1(OC2=CC=CC=C2)=CC=CC=C1,85,https://doi.org/10.1002/ange.200704018,optimization,1.0,1.5,0.1,0.2,2.0,Table 3,article,ullmann,Aryl halide,benzene,
800,OC1=CC=CC=C1,IC1=CC=C(OC)C=C1,CN(C=O)C,20h,135.0,Cl[Fe](Cl)Cl,O=C([O-])[O-].[Cs+].[Cs+],O=C(C(C)(C)C)CC(C(C)(C)C)=O,COC(C=C1)=CC=C1OC2=CC=CC=C2,78,https://doi.org/10.1002/ange.200704018,optimization,1.0,1.5,0.1,0.2,2.0,Table 3,article,ullmann,Aryl halide,anisole,
804,OC1=CC=CC=C1,IC1=CC=C([N+]([O-])=O)C=C1,CN(C=O)C,20h,135.0,Cl[Fe](Cl)Cl,O=C([O-])[O-].[Cs+].[Cs+],O=C(C(C)(C)C)CC(C(C)(C)C)=O,O=[N+](C(C=C1)=CC=C1OC2=CC=CC=C2)[O-],80,https://doi.org/10.1002/ange.200704018,optimization,1.0,1.5,0.1,0.2,2.0,Table 3,article,ullmann,Aryl halide,nitrobenzene,
806,SC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,COC,20,80.0,CC[Zn]CC,O=C([O-])[O-].[K+].[K+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(SC2=CC=CC=C2)C=C1,54,doi.org/10.1039/C5RA03869C,optimization,2.2,2.0,0.08,0.16,2.0,table3,article,ullmann,benzenethiol,acetophenone,N2
807,SC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,O1CCCC1,20,80.0,CC[Zn]CC,O=C([O-])[O-].[K+].[K+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(SC2=CC=CC=C2)C=C1,34,doi.org/10.1039/C5RA03869C,optimization,2.2,2.0,0.08,0.16,2.0,table3,article,ullmann,benzenethiol,acetophenone,N2
808,SC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC#N,20,80.0,CC[Zn]CC,O=C([O-])[O-].[K+].[K+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(SC2=CC=CC=C2)C=C1,81,doi.org/10.1039/C5RA03869C,optimization,2.2,2.0,0.08,0.16,2.0,table3,article,ullmann,benzenethiol,acetophenone,N2
809,SC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CN(C=O)C,20,80.0,CC[Zn]CC,O=C([O-])[O-].[K+].[K+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(SC2=CC=CC=C2)C=C1,0,doi.org/10.1039/C5RA03869C,optimization,2.2,2.0,0.08,0.16,2.0,table3,article,ullmann,benzenethiol,acetophenone,N2
811,SC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,20,80.0,CC[Zn]CC,O=C([O-])[O-].[K+].[K+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(SC2=CC=CC=C2)C=C1,0,doi.org/10.1039/C5RA03869C,optimization,2.2,2.0,0.08,0.16,2.0,table3,article,ullmann,benzenethiol,acetophenone,N2
812,SC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CC1=CC=CC=C1,20,80.0,CC[Zn]CC,O=C([O-])[O-].[K+].[K+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(SC2=CC=CC=C2)C=C1,0,doi.org/10.1039/C5RA03869C,optimization,2.2,2.0,0.08,0.16,2.0,table3,article,ullmann,benzenethiol,acetophenone,N2
813,SC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,C1COCCO1,20,80.0,CC[Zn]CC,O=C([O-])[O-].[K+].[K+],OC(C1CCCN1)=O,O=C(C)C1=CC=C(SC2=CC=CC=C2)C=C1,0,doi.org/10.1039/C5RA03869C,optimization,2.2,2.0,0.08,0.16,2.0,table3,article,ullmann,benzenethiol,acetophenone,N2
